symbol,last,percentChange,volume,value,marketCap,pe,pbv,deRatio,dps,eps,roa,roe,netProfitMargin,dividendYield,bookValuePerShare,listedShare
TTCL,,,,,,,,,0.100000,-0.290000,-30.855126,,-7.271347,,-6.320000,616000043.000000
TTI,25.250000,1.000000,300.000000,7.625,1250000000.000000,,0.600000,0.257016,0.500000,-0.480000,-2.000035,-3.087221,-2.515717,2.000000,41.400000,50000000.000000
TTT,47.000000,0.000000,100.000000,4.700,2718480000.000000,12.280000,0.370000,0.167553,1.700000,1.220000,3.524833,3.035436,3.868712,6.810000,126.750000,57840000.000000
TTW,10.100000,0.000000,1388556.000000,14026.972,40299000000.000000,12.870000,2.410000,0.380555,0.300000,0.330000,18.122940,19.127921,50.669083,5.940000,4.200000,3990000000.000000
TU,12.600000,-0.787402,4637593.000000,58468.154,54040185239.199997,10.430000,1.070000,2.022096,0.400000,0.620000,5.152711,10.306709,4.421104,5.510000,11.920000,4255132696.000000
TU-PF,,,1.000000,0.001,116737376.000000,,1.220000,,,,,,,,0.920000,104229800.000000
TURBO,1.650000,-1.785714,4988500.000000,8235.026,4485600000.000000,7.520000,1.090000,2.348140,,0.120000,8.357904,17.142782,19.633512,,1.540000,2670000000.000000
TURTLE,,,,,5849541372.480000,,1.960000,0.147894,,-0.060000,-12.527305,-15.053972,-47.763834,,1.880000,1589549286.000000
TVDH,0.040000,0.000000,113067.000000,4.523,91122980.560000,1.260000,0.130000,0.491117,,0.010000,7.697741,10.887775,4.508278,,0.410000,2278074514.000000
TVH,11.700000,-0.847458,1400.000000,16.420,3537493160.800000,5.530000,0.820000,1.139375,0.440000,1.360000,9.571823,15.399383,12.682236,3.730000,14.410000,299787556.000000
TVO,27.000000,-0.917431,518442.000000,14009.872,24238091508.000000,9.350000,2.000000,0.305548,0.900000,1.780000,19.726895,22.179981,10.017858,7.230000,13.620000,889471248.000000
TVT,0.220000,0.000000,310000.000000,68.200,176006616.500000,,0.300000,0.052233,0.030000,-0.020000,-2.863014,-3.454298,-32.156253,,0.730000,800030075.000000
TWP,1.760000,0.571429,215564.000000,377.659,467168983.750000,73.250000,0.350000,0.537522,0.006540,0.090000,0.625509,0.485023,3.115202,,4.960000,266953705.000000
TWPC,2.680000,0.000000,2100.000000,5.590,2359528092.400000,15.040000,0.480000,0.605987,0.114000,0.160000,3.226559,3.214050,2.890802,4.250000,5.570000,880420930.000000
TWZ,0.010000,0.000000,670000.000000,6.700,198609115.120000,,0.130000,1.365218,,-0.010000,-49.423119,-82.617508,-14.805733,,0.080000,19860911512.000000
TYCN,1.690000,0.600000,1101.000000,1.821,1008505641.000000,23.970000,0.250000,0.599289,,-0.050000,0.729990,1.063351,-0.686407,,6.670000,596748900.000000
UAC,2.540000,0.000000,1100.000000,2.794,1695719745.460000,29.180000,1.200000,0.738295,0.200000,0.090000,4.844148,3.908826,7.204546,7.870000,2.110000,667606199.000000
UBA,1.350000,0.746269,44909.000000,60.339,804000000.000000,9.790000,1.280000,0.139182,0.097250,0.060000,14.733932,13.307083,14.750323,7.260000,1.050000,600000000.000000
UBE,0.540000,0.000000,2322511.000000,1267.609,2113714440.000000,,0.380000,0.143189,0.015300,-0.020000,-0.330683,-1.745757,-2.473240,2.830000,1.430000,3914286000.000000
UBIS,1.500000,-1.315789,284500.000000,437.321,433200361.760000,8.190000,0.630000,0.704742,0.200000,0.120000,5.927124,7.956191,6.620831,,2.420000,285000238.000000
UEC,0.770000,-1.282051,498600.000000,388.170,444998268.000000,,0.440000,0.174641,0.030000,-0.040000,-7.578088,-7.256107,-8.339857,7.690000,1.770000,570510600.000000
UKEM,1.430000,-0.694444,7886519.000000,11285.759,1560819241.440000,4.300000,1.400000,0.888163,0.015000,0.310000,24.196450,38.560087,19.006938,1.040000,1.030000,1083902251.000000
UMI,0.910000,0.000000,99700.000000,90.625,761219314.310000,2.020000,0.380000,0.492051,0.040000,0.400000,19.087785,21.686835,38.271407,4.400000,2.370000,836504741.000000
UMS,0.720000,-1.369863,1407900.000000,1022.987,1743495166.390000,,2.410000,0.753488,,-0.060000,-16.417068,-29.330030,-132.410532,,0.300000,2388349543.000000
UNIQ,2.700000,0.746269,30300.000000,81.410,2897123558.040000,16.450000,0.310000,3.971114,0.080000,0.070000,3.702749,1.914291,1.334386,2.990000,8.550000,1081016253.000000
UNIX,2.260000,-1.739130,2306905.000000,5201.288,1518000000.000000,6.120000,1.650000,2.063086,0.114000,0.310000,11.997016,27.964744,10.856176,4.960000,1.390000,660000000.000000
UP,26.000000,0.000000,800.000000,20.950,650000000.000000,9.480000,1.050000,0.252497,2.500000,2.780000,8.831871,11.035595,18.472761,9.620000,24.880000,25000000.000000
UPF,23.300000,-2.920000,4238.000000,98.762,174750000.000000,36.170000,0.530000,0.443340,1.200000,1.040000,0.859949,1.460237,2.930371,,43.970000,7500000.000000
UPOIC,6.800000,0.000000,24715.000000,168.083,2203540000.000000,9.330000,1.280000,0.210842,0.340000,0.250000,14.476984,14.154299,6.324227,5.000000,5.330000,324050000.000000
UREKA,0.410000,-2.380952,859400.000000,351.833,790532770.020000,40.830000,0.500000,0.183850,,,1.891180,1.235147,9.399756,,0.840000,1882220881.000000
UTP,9.000000,0.000000,170480.000000,1537.596,5850000000.000000,9.270000,1.170000,0.112241,0.400000,0.610000,14.615973,12.901330,18.719420,6.670000,7.710000,650000000.000000
UV,0.980000,0.000000,43100.000000,42.341,1873688006.260000,,0.180000,1.443107,0.090000,-0.030000,2.674228,-0.822783,1.176183,,5.590000,1911926537.000000
UVAN,14.300000,0.000000,55086.000000,785.486,13442000000.000000,11.400000,2.560000,0.105280,0.250000,0.480000,24.706070,22.445332,6.601692,8.740000,5.580000,940000000.000000
VARO,6.350000,-0.781250,3500.000000,22.420,639373587.200000,4.160000,0.550000,1.051729,,1.490000,8.071402,14.493504,9.636813,,11.530000,99902123.000000
VCOM,3.960000,0.507614,18434.000000,72.928,1209600488.000000,8.810000,2.000000,1.914909,0.150000,0.240000,13.936306,23.228015,6.402414,9.390000,1.970000,307005200.000000
VGI,0.980000,-2.000000,10557066.000000,10431.170,21101284893.000000,,0.600000,0.089432,0.013000,0.010000,-2.443741,-2.427084,17.916883,,1.680000,21101284893.000000
VIBE,0.300000,0.000000,419400.000000,112.330,164304156.600000,,0.480000,0.488780,,-0.010000,-5.289879,-12.312320,-0.497515,,0.620000,547680522.000000
VIBHA,1.340000,-0.740741,211351.000000,285.325,18204487835.400002,9.860000,1.600000,0.755658,0.060000,0.030000,10.301763,17.602338,13.643068,4.440000,0.850000,13484805804.000000
VIH,8.450000,-0.588235,43801.000000,370.008,5331444247.500000,11.890000,1.370000,0.149283,0.400000,0.340000,13.095421,12.016170,13.754107,4.640000,6.310000,627228735.000000
VL,0.810000,0.000000,2400.000000,1.944,958737477.150000,16.130000,0.900000,0.333754,0.010000,0.020000,5.508386,5.667963,7.645150,1.850000,0.900000,1183626515.000000
VNG,1.990000,1.015228,80200.000000,159.497,3418417835.600000,,0.550000,1.956070,0.050000,-0.230000,-3.501297,-13.872529,-8.014870,,3.610000,1735237480.000000
VPO,0.480000,0.000000,493100.000000,234.288,451200000.000000,,0.970000,1.281256,,-0.090000,-12.016613,-25.171842,-10.330288,,0.490000,940000000.000000
VRANDA,4.440000,-0.892857,1300.000000,5.772,1432173890.560000,26.620000,0.780000,2.213092,0.185000,0.020000,4.854072,2.910722,0.905855,4.130000,5.760000,319681672.000000
VS,0.230000,-8.000000,32000.000000,7.560,62500000.000000,,1.440000,0.822664,,-0.020000,-12.287004,-23.674690,-20.544211,,0.170000,250000000.000000
WACOAL,16.400000,1.234568,100.000000,1.640,1944000000.000000,,0.390000,0.192724,0.550000,0.070000,1.150788,-0.131653,0.532733,3.400000,41.080000,120000000.000000
WARRIX,1.260000,-0.787402,563908.000000,711.749,762000000.000000,,0.590000,0.391275,0.056300,-0.130000,-0.568449,-1.948181,-9.116355,4.430000,2.140000,600000000.000000
WASH,3.680000,0.546448,22000.000000,80.348,1291764704.160000,11.960000,1.200000,1.621724,0.106600,0.090000,8.224671,11.842733,6.161599,4.890000,3.050000,352941176.000000
WAVE,0.040000,0.000000,46817.000000,1.422,458517484.000000,1.450000,1.010000,1.624499,,,50.823593,55.507243,-10.481183,,0.040000,11462937100.000000
WFX,1.360000,4.615385,9288862.000000,12949.097,603460000.000000,,0.350000,0.336683,0.210000,0.030000,-0.350618,-1.083970,1.319317,,3.750000,464200000.000000
WGE,0.680000,0.000000,11900.000000,8.084,408000000.000000,3.370000,0.730000,1.932704,0.050000,0.100000,10.452417,24.141101,5.811018,,0.940000,600000000.000000
WHA,4.720000,-0.421941,27048453.000000,127825.494,70847996378.460007,16.680000,1.890000,1.584543,0.143800,0.150000,6.294024,11.714471,40.205121,4.450000,2.500000,14946834679.000000
WHAUP,7.350000,0.000000,2576971.000000,18934.060,28113750000.000000,18.920000,2.060000,1.397078,0.192500,0.220000,6.803861,11.128075,41.379518,3.440000,3.560000,3825000000.000000
WICE,3.120000,-0.636943,265400.000000,823.252,2012738430.000000,22.130000,1.480000,0.942368,0.140000,0.080000,2.887538,6.833083,1.175461,4.460000,2.120000,640999500.000000
WIIK,1.250000,-0.793651,354501.000000,443.483,1055481170.940000,10.380000,0.490000,0.290257,0.055000,0.090000,5.030706,4.749081,8.506671,4.370000,2.590000,837683469.000000
WIN,0.290000,0.000000,165100.000000,46.435,162731765.800000,,0.440000,0.832089,,,0.404266,-3.417269,-0.955599,,0.670000,561144020.000000
WINDOW,0.730000,-1.351351,180300.000000,129.823,657120000.000000,15.850000,0.720000,0.185605,0.030000,0.040000,4.926106,4.563550,8.617394,4.050000,1.030000,888000000.000000
WINMED,1.460000,24.786325,4038110.000000,5642.066,468000000.000000,27.870000,0.730000,0.781466,0.012500,0.020000,3.272606,2.643970,2.523180,1.070000,1.600000,400000000.000000
WINNER,2.200000,0.000000,170000.000000,374.058,1319944256.400000,9.330000,1.840000,0.815359,0.090000,0.110000,14.035897,20.988569,6.330414,8.180000,1.200000,599974662.000000
WORK,3.460000,0.000000,20700.000000,71.220,1527799278.100000,,0.370000,0.160765,0.090000,-0.120000,-1.158787,-1.686032,-5.451582,,9.300000,441560485.000000
WP,3.740000,0.000000,12336.000000,46.137,1909287952.000000,11.110000,1.530000,4.535404,0.300000,0.170000,3.563579,13.805936,1.015434,8.180000,2.440000,510504800.000000
WPH,6.250000,-1.574803,319909.000000,2000.122,4534694162.750000,13.230000,2.190000,0.794092,0.073000,0.290000,12.123336,17.731505,15.805170,1.130000,2.910000,714125065.000000
WSOL,,,,,,,,,0.155201,-1.980000,-77.943719,,-242.000718,,-1.340000,2431768238.000000
XBIO,0.060000,-14.285714,2283800.000000,159.398,851464402.810000,,2.890000,0.790155,,-0.040000,-87.859248,-194.843612,-217.966725,,0.020000,12163777183.000000
XO,18.500000,0.543478,106807.000000,1969.069,7880064536.800000,17.060000,4.050000,0.189175,0.378000,0.560000,22.836961,24.837537,21.544948,3.740000,4.540000,428264377.000000
XPG,0.510000,-3.773585,21649206.000000,11275.576,5671101283.530000,28.230000,0.470000,0.032738,0.010000,0.010000,2.120223,1.681912,24.376375,1.890000,1.120000,10700191101.000000
XYZ,0.230000,-8.000000,294500.000000,68.018,436684895.750000,,1.040000,1.081682,0.181300,-0.070000,-7.201798,-62.034061,-6.515729,,0.240000,1746739583.000000
YGG,0.180000,0.000000,801200.000000,136.843,108359493.660000,,2.680000,0.931046,0.067000,-0.020000,-24.627055,-51.270474,-231.968575,,0.070000,601997187.000000
YONG,0.710000,0.000000,74200.000000,52.124,482800000.000000,23.750000,0.560000,0.581104,0.030000,0.010000,2.716694,2.338402,1.282447,4.230000,1.280000,680000000.000000
YUASA,15.100000,2.027027,1005.000000,15.107,1592850000.000000,6.360000,1.100000,0.430177,0.902300,1.390000,15.911607,18.293573,10.011362,6.100000,13.400000,107625000.000000
ZAA,1.590000,2.580645,2000.000000,3.151,1007592361.400000,,4.610000,0.156418,,-0.030000,-15.863185,-20.281949,-15.996852,,0.340000,650059588.000000
ZEN,5.600000,2.752294,81100.000000,454.145,1635000000.000000,34.590000,1.210000,1.017679,0.100000,0.080000,4.933224,3.524143,2.037331,1.830000,4.490000,300000000.000000
ZIGA,1.120000,-1.754386,1900105.000000,2120.695,840554431.860000,40.140000,0.990000,0.351585,0.130000,0.030000,3.331505,2.509787,6.184183,,1.150000,737328449.000000
